날짜,시간,강수,강수형태,기온,뇌전,습도,풍속,풍향,하늘상태
 format: day,hour,value location:58_125 Start : 20210601 ,,,,,,,
13,1800,0,0,3,,61,2.2,70,
13,1900,0,0,2.6,,64,0.8,356,
13,2000,0,0,2.6,,65,0.8,40,
13,2100,0,0,2.3,,66,0.2,168,
13,2200,0,0,2.6,,64,0.3,195,
13,2300,0,0,3.7,,60,0.9,190,
14,0,0,0,5.2,,56,0.8,183,
14,100,0,0,6.4,,51,2.8,181,
14,200,0,0,7.7,,42,2.3,237,
14,300,0,0,8.1,,40,2.6,226,
14,400,0,0,8,,40,3,249,
14,500,0,0,6,,55,3.5,232,
14,600,0.5,1,3.2,,86,3.2,221,
14,700,0,1,3.4,,89,2.4,204,
14,800,0.5,0,2.7,,82,2.4,211,
14,900,0,0,2,,74,2.4,257,
14,1000,0,0,1,,68,2.2,250,
14,1100,0,0,0.8,,69,2.6,247,
14,1200,0,0,0.3,,67,2.1,234,
14,1300,0,0,-0.1,,61,1.9,239,
14,1400,0,0,-0.5,,59,2.2,301,
14,1500,0,0,-0.9,,61,1.8,234,
14,1600,0,0,-1.4,,60,1.2,324,
14,1700,0,0,-2,,61,2.7,273,
14,1800,0,0,-2.6,,60,1.7,236,
14,1900,0,0,-3.9,,61,3.2,239,
14,2000,0,0,-4.5,,67,2.3,282,
14,2100,0,0,-4.9,,63,2.7,274,
14,2200,0,0,-5.4,,70,2.7,272,
14,2300,0,0,-5.5,,65,2.7,263,
15,0,0,0,-4.4,,57,2.4,267,
15,100,0,0,-4.1,,51,2.2,248,
15,200,0,0,-3.3,,49,2.8,215,
15,300,0,0,-3.5,,47,3.5,227,
15,400,0,0,-2.3,,43,2.9,205,
15,500,0,0,-3,,45,2.9,257,
15,600,0,0,-2.7,,48,2.5,247,
15,700,0,0,-2.6,,45,2.4,230,
15,800,0,0,-3.6,,46,1.3,225,
15,900,0,0,-4.1,,42,2.3,268,
15,1000,0,0,-4.8,,41,2.7,298,
15,1100,0,0,-5.3,,43,2.4,290,
15,1200,0,0,-6,,43,2.4,300,
15,1300,0,0,-6.5,,47,2.6,279,
15,1400,0,0,-6.7,,46,1.8,290,
15,1500,0,0,-6.6,,47,1.9,307,
15,1600,0,0,-6.7,,48,1.5,313,
15,1700,0,0,-6.7,,52,1.6,298,
15,1800,0,0,-7,,54,2.6,276,
15,1900,0,0,-7,,56,1.7,289,
15,2000,0,0,-7.2,,58,2.6,305,
15,2100,0,0,-7.6,,58,2.8,309,
15,2200,0,0,-7.6,,57,2.2,290,
15,2300,0,0,-7.2,,50,2,254,
16,0,0,0,-6.3,,42,2.3,260,
16,100,0,0,-5.8,,36,3.3,305,
16,200,0,0,-5.3,,31,2.3,304,
16,300,0,0,-4.9,,32,2.8,281,
16,400,0,0,-3.9,,31,2.3,229,
16,500,0,0,-4.8,,34,2.8,222,
16,600,0,0,-4.7,,38,1.7,287,
16,700,0,0,-4.7,,36,2.2,225,
16,800,0,0,-5.2,,37,2.2,273,
16,900,0,0,-5.6,,33,2.9,264,
16,1000,0,0,-6.6,,38,3.7,285,
16,1100,0,0,-7.4,,42,3.9,299,
16,1200,0,0,-8,,44,3.6,295,
16,1300,0,0,-8,,45,2.5,303,
16,1400,0,0,-8.2,,47,2,289,
16,1500,0,0,-8,,45,2,261,
16,1600,0,0,-8,,43,2.4,299,
16,1700,0,0,-8.1,,41,2.5,304,
16,1800,0,0,-8.4,,40,2.1,272,
16,1900,0,0,-8.7,,40,2.1,295,
16,2000,0,0,-9,,41,2.8,299,
16,2100,0,0,-9.1,,39,4,285,
16,2200,0,0,-8.9,,40,2.2,314,
16,2300,0,0,-8.3,,38,2.9,241,
17,0,0,0,-7.6,,36,1.9,256,
17,100,0,0,-6.6,,32,1.5,267,
17,200,0,0,-6,,31,2.9,291,
17,300,0,0,-4.2,,29,2.2,321,
17,400,0,0,-3.4,,29,1.4,263,
17,500,0,0,-2,,26,1.9,86,
17,600,0,0,-1.6,,25,1.4,88,
17,700,0,0,-2,,27,1.6,310,
17,800,0,0,-2.6,,29,1.3,323,
17,900,0,0,-2.8,,29,1.8,306,
17,1000,0,0,-2.8,,31,1.4,319,
17,1100,0,0,-3,,33,1.5,293,
17,1200,0,0,-3.2,,32,1.1,336,
17,1300,0,0,-4,,41,0.6,208,
17,1400,0,0,-4.5,,45,0.2,138,
17,1500,0,0,-5,,47,1.1,199,
17,1600,0,0,-5,,49,0.6,206,
17,1700,0,0,-4.9,,44,1.6,83,
17,1800,0,0,-5.2,,47,0.5,144,
17,1900,0,0,-5.4,,48,0.1,182,
17,2000,0,0,-5.3,,48,0.3,119,
17,2100,0,0,-5.9,,56,0.2,193,
17,2200,0,0,-4.7,,46,0.3,142,
17,2300,0,0,-2.6,,38,0.7,59,
18,0,0,0,-1.8,,33,1.4,78,
18,100,0,0,0.9,,24,1.2,127,
18,200,0,0,2.3,,23,1.4,109,
18,300,0,0,3,,20,1.5,346,
18,400,0,0,5,,14,1.4,138,
18,500,0,0,4.9,,16,1.4,292,
18,600,0,0,4.8,,15,2.1,213,
18,700,0,0,3.6,,24,2.1,211,
18,800,0,0,2.5,,29,1.1,226,
18,900,0,0,2.2,,28,2.1,29,
18,1000,0,0,1.7,,30,1.5,309,
18,1100,0,0,1.1,,35,1.6,287,
18,1200,0,0,1,,36,1.4,6,
18,1300,0,0,0.9,,34,1.3,318,
18,1400,0,0,0.2,,40,1.5,316,
18,1500,0,0,0,,48,1.1,335,
18,1600,0,0,-0.1,,52,0.5,36,
18,1700,0,0,-0.2,,55,1.6,316,
18,1800,0,0,-0.8,,54,1.3,325,
18,1900,0,0,-0.8,,53,0.6,193,
18,2000,0,0,-0.8,,53,0.6,241,
18,2100,0,0,-1,,48,1.6,309,
18,2200,0,0,-0.7,,47,1.2,335,
18,2300,0,0,-0.2,,51,1.1,298,
19,0,0,0,-0.3,,60,1.4,302,
19,100,0,0,1.1,,55,0.8,313,
19,200,0,0,1.2,,52,1.5,264,
19,300,0,0,2.2,,49,1.4,10,
19,400,0,0,3.5,,38,2.5,295,
19,500,0,0,2.6,,44,2.2,267,
19,600,0,0,2.3,,44,2.2,286,
19,700,0,0,0.2,,66,3.5,288,
19,800,0,0,-1.5,,76,1.2,226,
19,900,0,0,-1.1,,57,2.3,232,
19,1000,0,0,-2.4,,47,3.1,297,
19,1100,0,0,-3.8,,44,2.8,334,
19,1200,0,0,-4.7,,49,2.8,302,
19,1300,0,0,-5,,47,2.5,277,
19,1400,0,0,-4.9,,47,2.3,310,
19,1500,0,0,-4.9,,45,2.7,305,
19,1600,0,0,-5.4,,40,2.8,280,
19,1700,0,0,-5.9,,39,2.5,283,
19,1800,0,0,-6.4,,40,2.9,301,
19,1900,0,0,-6.7,,43,2.3,305,
19,2000,0,0,-7.1,,44,2.4,283,
19,2100,0,0,-7.3,,45,1.9,273,
19,2200,0,0,-7.1,,44,2.3,284,
19,2300,0,0,-6.4,,41,3.1,306,
20,0,0,0,-4.9,,35,2.3,285,
20,100,0,0,-4.2,,29,2.7,297,
20,200,0,0,-3,,25,4.2,132,
20,300,0,0,-1.9,,23,3,288,
20,400,0,0,-2,,22,3.3,262,
20,500,0,0,-0.6,,22,2.4,259,
20,600,0,0,-0.9,,28,2.4,246,
20,700,0,0,-1.5,,30,2.5,266,
20,800,0,0,-2,,32,2.2,237,
20,900,0,0,-2.6,,42,2.6,201,
20,1000,0,0,-2.5,,46,1.8,228,
20,1100,0,0,-2.9,,38,1.9,296,
20,1200,0,0,-3.3,,41,1.2,289,
20,1300,0,0,-3.6,,43,1.5,277,
20,1400,0,0,-3.9,,45,1.9,283,
20,1500,0,0,-4.2,,45,0.7,285,
20,1600,0,0,-4.1,,45,1,337,
20,1700,0,0,-4.6,,49,1,97,
20,1800,0,0,-4.7,,49,0.3,73,
20,1900,0,0,-5.4,,53,1.8,188,
20,2000,0,0,-5.4,,54,1.1,199,
20,2100,0,0,-5.1,,53,2.2,216,
20,2200,0,0,-3.9,,50,2.8,187,
20,2300,0,0,-2.7,,49,3.4,191,
21,0,0,0,-0.4,,48,3.2,188,
21,100,0,0,0.5,,51,2.9,184,
21,200,0,0,1.1,,62,2.7,205,
21,300,0,0,2.7,,49,3.7,258,
21,400,0,0,3.1,,36,3.5,223,
21,500,0,0,2,,45,3.2,250,
21,600,0,0,2.2,,36,3,229,
21,700,0,0,1.1,,41,3,225,
21,800,0,0,0,,46,3.3,253,
21,900,0,0,-0.6,,46,2,235,
21,1000,0,0,-1.3,,40,2.5,278,
21,1100,0,0,-2,,42,2.1,268,
21,1200,0,0,-2.9,,45,2.9,277,
21,1300,0,0,-3.3,,48,2.3,296,
21,1400,0,0,-3.5,,46,1.2,283,
21,1500,0,0,-3.4,,47,1.6,262,
21,1600,0,0,-3.8,,44,1.8,296,
21,1700,0,0,-4.1,,40,2.2,305,
21,1800,0,0,-4.5,,35,2.1,302,
21,1900,0,0,-4.9,,33,2,297,
21,2000,0,0,-5.2,,33,2,303,
21,2100,0,0,-5.3,,33,1.4,13,
21,2200,0,0,-4.9,,32,2.3,303,
21,2300,0,0,-3.8,,30,2.3,267,
22,0,0,0,-3.2,,27,2.6,15,
22,100,0,0,-2.3,,27,2.1,243,
22,200,0,0,-1.1,,31,1.7,214,
22,300,0,0,-1.5,,37,2.5,306,
22,400,0,0,-0.7,,35,2.6,299,
22,500,0,0,0,,35,2.4,256,
22,600,0,0,-0.3,,38,1.9,243,
22,700,0,0,-1.7,,45,3.3,222,
22,800,0,0,-2.1,,43,3.3,302,
22,900,0,0,-2.5,,36,2.3,298,
22,1000,0,0,-4.7,,34,4,282,
22,1100,0,0,-5.5,,39,3.9,324,
22,1200,0,0,-5.9,,38,2.6,297,
22,1300,0,0,-6,,37,2.3,331,
22,1400,0,0,-6.5,,37,2.7,321,
22,1500,0,0,-6.5,,38,1.8,287,
22,1600,0,0,-6.4,,39,1.6,317,
22,1700,0,0,-6.5,,39,1.6,306,
22,1800,0,0,-6.7,,41,1.3,290,
22,1900,0,0,-6.9,,39,2.2,288,
22,2000,0,0,-7.2,,40,1.2,282,
22,2100,0,0,-7.4,,40,1.9,299,
22,2200,0,0,-7,,39,1.8,295,
22,2300,0,0,-5.9,,31,1.3,297,
23,0,0,0,-5.4,,30,2.1,281,
23,100,0,0,-4.1,,26,1.3,211,
23,200,0,0,-2.9,,25,1.6,250,
23,300,0,0,-2,,23,2.4,249,
23,400,0,0,-2,,27,2.3,274,
23,500,0,0,-1.9,,29,1.5,263,
23,600,0,0,-1.6,,28,2.4,269,
23,700,0,0,-1,,20,2.7,267,
23,800,0,0,-2,,24,2.5,293,
23,900,0,0,-2.5,,23,1.9,294,
23,1000,0,0,-3,,23,2.6,276,
23,1100,0,0,-3.5,,25,2.4,279,
23,1200,0,0,-4,,29,1.7,280,
23,1300,0,0,-4.4,,32,2.2,321,
23,1400,0,0,-4.7,,34,2,319,
23,1500,0,0,-4.8,,34,2.1,337,
23,1600,0,0,-5,,35,1.9,32,
23,1700,0,0,-5.4,,37,0.7,193,
23,1800,0,0,-5.6,,38,0.9,220,
23,1900,0,0,-5.9,,42,0.9,196,
23,2000,0,0,-6.3,,47,1.2,176,
23,2100,0,0,-6.5,,47,1,188,
23,2200,0,0,-5,,43,1.5,197,
23,2300,0,0,-3,,32,1.7,171,
24,0,0,0,-1,,27,1,14,
24,100,0,0,0.3,,24,1.2,332,
24,200,0,0,1,,28,1.6,330,
24,300,0,0,1.8,,33,2.9,282,
24,400,0,0,2.9,,34,2.5,295,
24,500,0,0,2.2,,38,2.5,241,
24,600,0,0,2.6,,41,2.5,226,
24,700,0,0,1.7,,47,3.3,207,
24,800,0,0,1.7,,56,3,114,
24,900,0,0,0.5,,60,1.5,199,
24,1000,0,0,0.2,,65,2.3,182,
24,1100,0,0,0,,68,2.1,203,
24,1200,0,0,-0.1,,71,2.2,200,
24,1300,0,0,-0.2,,73,2.3,185,
24,1400,0,0,-0.5,,75,2.3,184,
24,1500,0,0,-0.6,,77,2.5,194,
24,1600,0,0,-0.8,,77,2.4,201,
24,1700,0,0,-1.1,,78,1.4,203,
24,1800,0,0,-1.6,,80,0.8,194,
24,1900,0,0,-1.8,,80,0.5,197,
24,2000,0,0,-1.8,,81,1.8,176,
24,2100,0,0,-2,,82,0.7,169,
24,2200,0,0,-0.8,,77,0.4,182,
24,2300,0,0,0.6,,71,0.5,131,
25,0,0,0,3.3,,61,0.8,172,
25,100,0,0,5.4,,57,2.8,171,
25,200,0,0,6.9,,53,2.9,233,
25,300,0,0,7.1,,57,3.2,240,
25,400,0,0,7.9,,58,3.6,207,
25,500,0,0,7.9,,61,3.2,210,
25,600,0,0,7.6,,65,1.9,216,
25,700,0,0,7,,70,2.2,223,
25,800,0,0,6.5,,74,2.5,221,
25,900,0,0,6.2,,77,2.3,224,
25,1000,0,0,6,,78,2.4,220,
25,1100,0,0,6,,77,2.3,183,
25,1200,0,0,5.6,,80,2.8,177,
25,1300,0,0,5,,84,2.7,175,
25,1400,0,0,5.1,,84,1.9,206,
25,1500,0,0,5.2,,85,2.8,194,
25,1600,0,0,4.8,,86,2.9,198,
25,1700,0,0,4.2,,87,3.7,187,
25,1800,0,0,4.2,,85,3.5,176,
25,1900,0,0,4.3,,85,4.4,183,
25,2000,0,0,4.1,,86,3.1,190,
25,2100,0,0,4.2,,85,3.6,187,
25,2200,0,0,4.5,,83,4.5,192,
25,2300,0,0,5.5,,78,3.4,183,
26,0,0,0,6.5,,73,3.4,191,
26,100,0,0,7.8,,68,2.8,195,
26,200,0,0,8.8,,62,3.6,220,
26,300,0,0,8.9,,62,4.7,223,
26,400,0,0,8.7,,62,4.3,213,
26,500,0,0,8.4,,64,3.6,198,
26,600,0,0,8.6,,63,3.6,190,
26,700,0,0,8.2,,66,4,201,
26,800,0,0,7.7,,71,4.4,208,
26,900,1.5,1,6.3,,86,3.7,228,
26,1000,0,0,5.4,,83,2.7,240,
26,1100,0,0,3.5,,79,1.8,275,
26,1200,0,0,3.1,,66,2.5,255,
26,1300,0,0,2.6,,57,1.4,256,
26,1400,0,0,2,,62,1.3,208,
26,1500,0,0,2.1,,52,0.9,281,
26,1600,0,0,1.8,,50,0.9,184,
26,1700,0,0,1.3,,54,1.7,165,
26,1800,0,0,1.1,,52,1.7,179,
26,1900,0,0,1.2,,51,1.1,212,
26,2000,0,0,0.6,,57,1.3,197,
26,2100,0,0,0.2,,60,2,185,
26,2200,0,0,1.1,,57,1.4,197,
26,2300,0,0,3.3,,48,2.4,170,
27,0,0,0,4.6,,44,2.4,228,
27,100,0,0,6.1,,33,3,228,
27,200,0,0,7.9,,35,2.5,226,
27,300,0,0,7.8,,40,3.1,236,
27,400,0,0,7.6,,41,4.4,216,
27,500,0,0,7.9,,45,3.7,218,
27,600,0,0,7.6,,49,4.9,199,
27,700,0,0,7,,51,4.1,205,
27,800,0,0,6.1,,60,2.8,212,
27,900,0,0,5.4,,63,2.2,220,
27,1000,0,0,5.1,,68,2.5,190,
27,1100,0,0,5,,72,3.4,212,
27,1200,0,0,4.5,,72,2.4,182,
27,1300,0,0,4.2,,75,2.7,184,
27,1400,0,0,3.9,,77,2.7,198,
27,1500,0,0,3.5,,78,2.5,194,
27,1600,0,0,3.4,,79,2.7,199,
27,1700,0,0,3.1,,81,2.6,177,
27,1800,0,0,3.1,,83,2.2,183,
27,1900,0,0,3.2,,84,1.3,210,
27,2000,0,0,3.2,,83,1.1,205,
27,2100,0,0,3.9,,79,1.9,196,
27,2200,0,0,4.2,,73,2.4,186,
27,2300,0,0,5.9,,64,2.5,160,
28,0,0,0,6.3,,63,2,183,
28,100,0,0,8.3,,55,1.8,172,
28,200,0,0,8.8,,46,2.5,187,
28,300,0,0,9.9,,44,2.4,223,
28,400,0,0,9.8,,40,1.7,248,
28,500,0,0,10.3,,40,1.1,219,
28,600,0,0,11.2,,27,1.8,200,
28,700,0,0,11,,26,2.6,165,
28,800,0,0,10.7,,26,0.9,205,
28,900,0,0,10,,30,1.2,154,
28,1000,0,0,9,,34,1.5,174,
28,1100,0,0,8.1,,35,1.2,198,
28,1200,0,0,7.9,,33,2.2,185,
28,1300,0,0,7.7,,46,1.9,179,
28,1400,0,0,7.7,,50,1.9,170,
28,1500,0,0,7.8,,55,2,180,
28,1600,0,1,7.2,,65,2.2,186,
28,1700,0.5,1,6.3,,78,0.9,244,
28,1800,1,1,5.8,,84,1,204,
28,1900,1,1,5.6,,89,0.4,197,
28,2000,0.5,0,5.6,,88,0.7,185,
28,2100,0,0,5.6,,90,1,220,
28,2200,0,0,6.1,,90,1.6,206,
28,2300,0,0,6.8,,88,1,254,
 Start : 20220301 ,,,,,,,,,
1,0,0,0,7,,88,1.7,196,
1,100,0,0,6.7,,89,1.9,209,
1,200,0,0,7.7,,82,2.1,194,
1,300,0,0,7.5,,83,1.8,225,
1,400,0,0,8.2,,72,1.4,260,
1,500,0,0,8.5,,67,1.4,297,
1,600,0,0,8.7,,61,2.3,244,
1,700,0,0,8.7,,49,2.3,324,
1,800,0,0,6.8,,57,2,226,
1,900,0,0,5.2,,58,2.1,187,
1,1000,0,0,4.5,,59,1.3,225,
1,1100,0,0,3.7,,53,1.7,282,
1,1200,0,0,2.5,,42,3.1,297,
1,1300,0,0,2,,43,1.6,282,
1,1400,0,0,1.6,,42,1.2,322,
1,1500,0,0,1.1,,44,0.9,217,
1,1600,0,0,0.1,,54,1.1,204,
1,1700,0,0,0.2,,56,1,197,
1,1800,0,0,-0.2,,61,1.1,196,
1,1900,0,0,-0.4,,63,1,192,
1,2000,0,0,-0.7,,63,1.8,182,
1,2100,0,0,-0.5,,65,0.9,188,
1,2200,0,0,0.9,,61,1.6,191,
1,2300,0,0,3,,49,1.7,173,
2,0,0,0,4.4,,40,1.3,169,
2,100,0,0,5.4,,33,1.6,50,
2,200,0,0,7.2,,33,2.6,234,
2,300,0,0,7.6,,27,3.5,246,
2,400,0,0,6.9,,39,3.5,238,
2,500,0,0,7.1,,41,4,265,
2,600,0,0,7.5,,43,2.8,252,
2,700,0,0,6.3,,54,3.8,215,
2,800,0,0,5.3,,61,3.5,207,
2,900,0,0,4.7,,66,2.8,196,
2,1000,0,0,4.5,,67,2.1,224,
2,1100,0,0,4.3,,69,2,193,
2,1200,0,0,4.2,,73,2.1,209,
2,1300,0,0,4.1,,74,2.1,201,
2,1400,0,0,3.8,,77,2,174,
2,1500,0,0,3.6,,79,2.7,192,
2,1600,0,0,3.3,,83,2.9,186,
2,1700,0,0,3.2,,85,2.1,182,
2,1800,0,0,3.1,,84,2,186,
2,1900,0,0,3,,85,1.6,177,
2,2000,0,0,2.4,,87,0.3,222,
2,2100,0,0,2.1,,88,0.4,190,
2,2200,0,0,3.5,,81,1.5,184,
2,2300,0,0,5.3,,62,1.3,168,
3,0,0,0,7.2,,45,1,159,
3,100,0,0,7.6,,33,1.5,258,
3,200,0,0,9.9,,28,1.9,179,
3,300,0,0,10.4,,28,1.6,203,
3,400,0,0,11,,23,3,231,
3,500,0,0,11,,20,2.8,234,
3,600,0,0,10.7,,19,2.9,215,
3,700,0,0,10.1,,20,2.4,234,
3,800,0,0,8.8,,23,2.3,215,
3,900,0,0,7.9,,25,2,212,
3,1000,0,0,7.1,,27,1.1,198,
3,1100,0,0,6.4,,33,2.5,194,
3,1200,0,0,6.1,,36,1.9,194,
3,1300,0,0,5.2,,40,0.9,188,
3,1400,0,0,4.4,,43,1.9,182,
3,1500,0,0,4.4,,48,0.5,238,
3,1600,0,0,3.7,,55,1.5,149,
3,1700,0,0,3.4,,58,0.7,190,
3,1800,0,0,3.2,,60,1,202,
3,1900,0,0,2.8,,63,1,198,
3,2000,0,0,3.6,,59,0.9,161,
3,2100,0,0,4.9,,51,1.7,193,
3,2200,0,0,5.6,,55,2.6,183,
3,2300,0,0,7,,59,3.4,189,
4,0,0,0,8.4,,61,3.1,192,
4,100,0,0,10.7,,56,4.1,190,
4,200,0,0,12.7,,48,3.9,182,
4,300,0,0,13.7,,43,5,184,
4,400,0,0,13.2,,37,5.6,177,
4,500,0,0,12.8,,31,4.6,186,
4,600,0,0,12.3,,37,5.3,194,
4,700,0,0,11.9,,44,3.5,202,
4,800,0,0,10.7,,59,5.1,221,
4,900,0,0,9.7,,70,4,217,
4,1000,0,0,8.8,,77,4.1,202,
4,1100,0,0,7.9,,75,3.3,200,
4,1200,0,0,6.7,,73,4.1,202,
4,1300,0,0,5.9,,73,2.8,219,
4,1400,0,0,5.1,,76,2,211,
4,1500,0,0,5.4,,63,1.2,315,
4,1600,0,0,4.5,,39,2.1,242,
4,1700,0,0,3.8,,38,1.9,233,
4,1800,0,0,2.9,,47,2.5,248,
4,1900,0,0,2.1,,45,2.7,241,
4,2000,0,0,1.4,,39,1.9,301,
4,2100,0,0,1,,30,3.1,292,
4,2200,0,0,1.3,,24,2.2,271,
4,2300,0,0,2.6,,20,2.2,233,
5,0,0,0,3.3,,20,2.7,224,
5,100,0,0,3.8,,21,3.2,271,
5,200,0,0,4.4,,20,2.5,247,
5,300,0,0,4.9,,23,3.3,287,
5,400,0,0,5.7,,21,3,219,
5,500,0,0,5.9,,24,3.3,237,
5,600,0,0,5.2,,27,3.2,250,
5,700,0,0,5.2,,28,2.5,248,
5,800,0,0,4.3,,30,3.1,306,
5,900,0,0,2.9,,28,4.2,316,
5,1000,0,0,2,,29,2,299,
5,1100,0,0,1.3,,30,2.7,281,
5,1200,0,0,1.1,,30,1.5,303,
5,1300,0,0,1,,32,1.5,277,
5,1400,0,0,1.1,,34,1.6,301,
5,1500,0,0,0.8,,37,1.3,290,
5,1600,0,0,0.8,,34,1.3,175,
5,1700,0,0,0.8,,32,1.9,297,
5,1800,0,0,0.2,,34,1.2,319,
5,1900,0,0,0,,34,1.5,277,
5,2000,0,0,0,,32,1.6,285,
5,2100,0,0,0,,30,1.3,302,
5,2200,0,0,0.9,,27,1.7,284,
5,2300,0,0,1.4,,23,3.7,16,
6,0,0,0,2.7,,22,3,325,
6,100,0,0,3.1,,19,2.6,329,
6,200,0,0,3.9,,16,2.6,354,
6,300,0,0,5.2,,15,2.7,327,
6,400,0,0,6,,15,2.6,254,
6,500,0,0,5.8,,15,2.9,292,
6,600,0,0,6,,21,2.4,243,
6,700,0,0,5.5,,25,2,252,
6,800,0,0,2.9,,37,2.7,218,
6,900,0,0,2.3,,45,2.2,205,
6,1000,0,0,2,,50,2.4,192,
6,1100,0,0,2,,53,1.3,207,
6,1200,0,0,1.8,,54,0.8,186,
6,1300,0,0,1.6,,48,1.3,214,
6,1400,0,0,1.2,,46,0.9,226,
6,1500,0,0,1,,43,0.7,300,
6,1600,0,0,0.2,,50,1.2,195,
6,1700,0,0,0,,52,0.6,241,
6,1800,0,0,-0.3,,54,0.7,178,
6,1900,0,0,-0.4,,56,1.1,187,
6,2000,0,0,-0.9,,55,1.4,198,
6,2100,0,0,-0.6,,54,1,194,
6,2200,0,0,0.7,,49,0.4,114,
6,2300,0,0,2.3,,47,0.6,151,
7,0,0,0,4,,44,1.7,160,
7,100,0,0,5.3,,31,1.7,164,
7,200,0,0,6.7,,25,1.9,200,
7,300,0,0,7.2,,24,1.6,257,
7,400,0,0,7.8,,23,2.1,234,
7,500,0,0,8.5,,23,1.5,252,
7,600,0,0,7.2,,25,2,251,
7,700,0,0,6.5,,34,2.1,213,
7,800,0,0,5.4,,36,2.1,196,
7,900,0,0,4.8,,36,2.3,209,
7,1000,0,0,4.3,,31,1.3,234,
7,1100,0,0,4,,32,1.6,191,
7,1200,0,0,3.8,,39,1.7,197,
7,1300,0,0,3.4,,39,0.9,197,
7,1400,0,0,3.1,,36,1.2,174,
7,1500,0,0,3,,37,0.5,208,
7,1600,0,0,2.8,,38,0.7,230,
7,1700,0,0,2.5,,40,0.4,210,
7,1800,0,0,2.2,,40,0.5,167,
7,1900,0,0,2.2,,43,1.4,191,
7,2000,0,0,2.3,,47,0.8,178,
7,2100,0,0,2.6,,48,1.4,191,
7,2200,0,0,3.5,,47,1.2,205,
7,2300,0,0,5.2,,50,0.4,167,
8,0,0,0,6.7,,50,1,59,
8,100,0,0,8.4,,47,1.4,283,
8,200,0,0,9.2,,46,2.3,264,
8,300,0,0,10.6,,43,2.2,239,
8,400,0,0,11.1,,44,2.1,220,
8,500,0,0,10.7,,46,2.2,250,
8,600,0,0,10.5,,47,2.8,218,
8,700,0,0,9.5,,50,2.1,300,
8,800,0,0,8.5,,57,2.3,202,
8,900,0,0,7.6,,62,1.5,214,
8,1000,0,0,6.8,,66,1.2,230,
8,1100,0,0,6.4,,70,0.5,211,
8,1200,0,0,6,,71,0.4,357,
8,1300,0,0,5.5,,73,1.2,199,
8,1400,0,0,5,,75,1.8,181,
8,1500,0,0,4.6,,77,1,187,
8,1600,0,0,4,,79,0.9,193,
8,1700,0,0,4.1,,80,0.1,211,
8,1800,0,0,4.5,,77,0.9,190,
8,1900,0,0,4.8,,79,0.8,259,
8,2000,0,0,4.5,,83,1.3,300,
8,2100,0,0,4.4,,81,1.1,299,
8,2200,0,0,4.7,,81,1.2,344,
8,2300,0,0,6.1,,71,0.7,152,
9,0,0,0,8.2,,63,1.4,181,
9,100,0,0,10.3,,55,1.4,173,
9,200,0,0,10.6,,50,1.7,30,
9,300,0,0,12.4,,44,1.4,248,
9,400,0,0,12.9,,44,2.4,235,
9,500,0,0,12.7,,44,3,204,
9,600,0,0,13.2,,46,2,211,
9,700,0,0,11.7,,50,2.7,222,
9,800,0,0,10.3,,54,2.2,214,
9,900,0,0,9.4,,56,1.8,235,
9,1000,0,0,8.4,,65,0.7,215,
9,1100,0,0,8.2,,66,1,261,
9,1200,0,0,7.8,,65,0.8,317,
9,1300,0,0,6.2,,72,2,183,
9,1400,0,0,5.8,,72,0.5,231,
9,1500,0,0,5.5,,72,1.2,201,
9,1600,0,0,5,,70,1.3,190,
9,1700,0,0,5.1,,69,1.2,168,
9,1800,0,0,5.4,,61,1.6,187,
9,1900,0,0,6.2,,63,0.3,338,
9,2000,0,0,6,,61,2,153,
9,2100,0,0,6,,56,1.1,43,
9,2200,0,0,6.7,,57,1.2,42,
9,2300,0,0,8.5,,50,1.2,57,
10,0,0,0,12.2,,29,1.6,219,
10,100,0,0,13.9,,19,2.2,203,
10,200,0,0,14.4,,19,2.7,214,
10,300,0,0,14.5,,16,2.7,281,
10,400,0,0,15,,19,2.9,227,
10,500,0,0,14.8,,20,2.9,226,
10,600,0,0,13.9,,28,2.4,251,
10,700,0,0,13.1,,26,2.2,231,
10,800,0,0,12.2,,31,1.5,212,
10,900,0,0,10.8,,40,1.4,221,
10,1000,0,0,10.4,,44,1,212,
10,1100,0,0,9.5,,46,0.8,217,
10,1200,0,0,8.7,,50,0.8,202,
10,1300,0,0,8.5,,50,0.8,185,
10,1400,0,0,8.6,,50,0.7,39,
10,1500,0,0,7.5,,54,0.9,180,
10,1600,0,0,7.1,,53,0.7,187,
10,1700,0,0,7,,52,1.1,188,
10,1800,0,0,7.2,,52,0.6,189,
10,1900,0,0,7.8,,52,0.5,11,
10,2000,0,0,7.1,,54,0.5,111,
10,2100,0,0,7.5,,56,0.3,148,
10,2200,0,0,8.4,,55,0.8,153,
10,2300,0,0,9.7,,48,1.4,52,
11,0,0,0,9.5,,47,1.4,48,
11,100,0,0,12.3,,43,1.5,17,
11,200,0,0,14.5,,50,1.2,325,
11,300,0,0,16.700001,,49,1,338,
11,400,0,0,16.700001,,49,1.8,292,
11,500,0,0,17.200001,,48,1.7,275,
11,600,0,0,17.200001,,47,1.8,353,
11,700,0,0,16.9,,51,1.1,209,
11,800,0,0,15.2,,57,2,219,
11,900,0,0,14.3,,61,1.1,208,
11,1000,0,0,13.6,,62,0.8,208,
11,1100,0,0,13.4,,57,1.9,314,
