시설물명,시설물구분,시설물소재지,시설물종류
신천교,교량,경기도,도로교량
정왕1교,교량,경기도,도로교량
정왕2교,교량,경기도,도로교량
군자5교,교량,경기도,도로교량
군자6교,교량,경기도,도로교량
월미교,교량,경기도,도로교량
신용보증기금건물,건축물,서울특별시,대형건축물
주천교,교량,충청남도,도로교량
봉산교,교량,충청남도,도로교량
세출교,교량,충청남도,도로교량
신양교,교량,충청남도,도로교량
둔포교,교량,충청남도,도로교량
갈매교,교량,충청남도,도로교량
노성교,교량,충청남도,도로교량
유곡2교,교량,충청남도,도로교량
군계교,교량,충청남도,도로교량
신천교,교량,충청남도,도로교량
온천교,교량,충청남도,도로교량
금곡교,교량,충청남도,도로교량
오목1교,교량,충청남도,도로교량
평촌교,교량,충청남도,도로교량
신남교,교량,충청남도,도로교량
송악교,교량,충청남도,도로교량
신흥교,교량,충청남도,도로교량
신항교,교량,충청남도,도로교량
오목2교,교량,충청남도,도로교량
광연교,교량,경상북도,도로교량
도진교,교량,경상북도,도로교량
남후교,교량,경상북도,도로교량
평팔교,교량,경상북도,도로교량
향교교,교량,경상북도,도로교량
신양 2교(신양저수지2교),교량,경상북도,도로교량
광연잠수교,교량,경상북도,도로교량
추목이논들교,교량,경상북도,도로교량
독골교,교량,경상북도,도로교량
새터교,교량,경상북도,도로교량
송리교,교량,경상북도,도로교량
서미교,교량,경상북도,도로교량
양평교,교량,경상북도,도로교량
만춘교,교량,경상북도,도로교량
나무골교,교량,경상북도,도로교량
용각교,교량,경상북도,도로교량
원리교,교량,경상북도,도로교량
구수교,교량,경상북도,도로교량
도촌교,교량,경상북도,도로교량
길명교,교량,경상북도,도로교량
조라교,교량,경상북도,도로교량
녹전교,교량,경상북도,도로교량
대두서교,교량,경상북도,도로교량
장사리교,교량,경상북도,도로교량
귀미 2리교,교량,경상북도,도로교량
위동교,교량,경상북도,도로교량
도촌교,교량,경상북도,도로교량
도촌잠수교,교량,경상북도,도로교량
무릉교,교량,경상북도,도로교량
평지교,교량,경상북도,도로교량
고천교,교량,경상북도,도로교량
하리잠수교,교량,경상북도,도로교량
광연 3교,교량,경상북도,도로교량
법흥지하도,터널,경상북도,지하차도
법흥교,교량,경상북도,도로교량
수곡교,교량,경상북도,도로교량
안동대교,교량,경상북도,도로교량
임하교,교량,경상북도,도로교량
포진교,교량,경상북도,도로교량
만음2배수문,하천,경상북도,수문 및 통문
만음4배수문,하천,경상북도,수문 및 통문
오대1배수문,하천,경상북도,수문 및 통문
추월3배수문,하천,경상북도,수문 및 통문
막곡2배수문,하천,경상북도,수문 및 통문
검암5배수문,하천,경상북도,수문 및 통문
묵계1배수문,하천,경상북도,수문 및 통문
막곡3배수문,하천,경상북도,수문 및 통문
만음1배수문,하천,경상북도,수문 및 통문
천지1배수문,하천,경상북도,수문 및 통문
안산정수장,상하수도,경기도,지방상수도
벽천교(구: 삼성6교),교량,경기도,도로교량
만안삼성교,교량,경기도,도로교량
삼막2교,교량,경기도,도로교량
양명교,교량,경기도,도로교량
관양교,교량,경기도,도로교량
삼막교,교량,경기도,도로교량
명학육교,교량,경기도,도로교량
비호교,교량,경기도,도로교량
동안교,교량,경기도,도로교량
주접 지하차도,터널,경기도,지하차도
안양육교,교량,경기도,도로교량
예술공원 지하차도,터널,경기도,지하차도
덕천교,교량,경기도,도로교량
명학대교,교량,경기도,도로교량
안양교,교량,경기도,도로교량
안양대교,교량,경기도,도로교량
박석교,교량,경기도,도로교량
임곡교,교량,경기도,도로교량
석수배수지,상하수도,경기도,지방상수도
안양3동배수지,상하수도,경기도,지방상수도
비산정수장,상하수도,경기도,지방상수도
포일정수장,상하수도,경기도,지방상수도
도마동 막골길 복개구조물,교량,대전광역시,복개구조물
갈마초교 앞 복개구조물,교량,대전광역시,복개구조물
가정로 신성교 앞 복개구조물,교량,대전광역시,복개구조물
남선공원입구 복개구조물,교량,대전광역시,복개구조물
충남방적 옆 복개구조물,교량,대전광역시,복개구조물
대전터널(구)(상),터널,대전광역시,도로터널
대덕터널(하),터널,대전광역시,도로터널
대덕터널(상),터널,대전광역시,도로터널
대전터널(구)(하),터널,대전광역시,도로터널
보건소길 복개구조물,교량,대전광역시,복개구조물
문화여중교 옆 복개구조물,교량,대전광역시,복개구조물
장승길 복개구조물,교량,대전광역시,복개구조물
태평로 복개구조물,교량,대전광역시,복개구조물
법동 계족로 복개구조물,교량,대전광역시,복개구조물
한밭대로 수산물도매시장 앞 복개구조물,교량,대전광역시,복개구조물
한밭대로 영진로얄아파트 입구 복개구조물,교량,대전광역시,복개구조물
중리길 복개구조물,교량,대전광역시,복개구조물
문창교,교량,대전광역시,도로교량
제1삼성교,교량,대전광역시,도로교량
옥계교,교량,대전광역시,도로교량
목상교,교량,대전광역시,도로교량
신성교,교량,대전광역시,도로교량
구암교,교량,대전광역시,도로교량
성남교,교량,대전광역시,도로교량
매봉2교,교량,대전광역시,도로교량
대동교,교량,대전광역시,도로교량
목척교,교량,대전광역시,도로교량
가양교,교량,대전광역시,도로교량
대흥교,교량,대전광역시,도로교량
문화육교,교량,대전광역시,도로교량
삼선교,교량,대전광역시,도로교량
대전육교(상),교량,대전광역시,도로교량
대전육교(하),교량,대전광역시,도로교량
신상교,교량,대전광역시,도로교량
회덕과선교,교량,대전광역시,도로교량
도마교,교량,대전광역시,도로교량
유등교,교량,대전광역시,도로교량
신탄진과선교,교량,대전광역시,도로교량
서대전육교,교량,대전광역시,도로교량
괴곡교,교량,대전광역시,도로교량
봉곡1교,교량,대전광역시,도로교량
암사 제1정수장,상하수도,서울특별시,지방상수도
암사 제1취수장,상하수도,서울특별시,지방상수도
양구군 동면사무소,건축물,강원도,다중이용건축물
양구군청사 및 양구군의회,건축물,강원도,다중이용건축물
양구군청 별관청사,건축물,강원도,다중이용건축물
쌍구교,교량,강원도,도로교량
덕곡교,교량,강원도,도로교량
지석교,교량,강원도,도로교량
양구읍상수도,상하수도,강원도,지방상수도
남면상수도,상하수도,강원도,지방상수도
호계5교,교량,경상남도,도로교량
유산1교,교량,경상남도,도로교량
무풍교,교량,경상남도,도로교량
관문교,교량,경상남도,도로교량
용연교,교량,경상남도,도로교량
구어영교,교량,경상남도,도로교량
유산3교,교량,경상남도,도로교량
선별장교,교량,경상남도,도로교량
청류교,교량,경상남도,도로교량
외석교,교량,경상남도,도로교량
일맥교,교량,경상남도,도로교량
구신기교,교량,경상남도,도로교량
호계4교,교량,경상남도,도로교량
대석1교,교량,경상남도,도로교량
어곡교,교량,경상남도,도로교량
유산2교,교량,경상남도,도로교량
내포교,교량,경상남도,도로교량
법기1교,교량,경상남도,도로교량
양산교,교량,경상남도,도로교량
범어정수장,상하수도,경상남도,지방상수도
구포낙동강교(순천),교량,부산광역시,도로교량
장승교,교량,강원도,도로교량
임천교(구),교량,강원도,도로교량
장산교,교량,강원도,도로교량
시27-무명1교,교량,경기도,도로교량
덕정교,교량,경기도,도로교량
회천교,교량,경기도,도로교량
광적-무명1교,기타,경기도,기타
승학교,교량,경기도,도로교량
리204-무명1교,교량,경기도,도로교량
온능교,교량,경기도,도로교량
장포교,교량,경기도,도로교량
돌모루교,교량,경기도,도로교량
가마교,교량,경기도,도로교량
목동2 빗물펌프장,하천,서울특별시,배수펌프장
오금1 빗물펌프장,하천,서울특별시,배수펌프장
오금오련수문(이중),하천,서울특별시,수문 및 통문
목3호수문(이중),하천,서울특별시,수문 및 통문
목1호수문(이중),하천,서울특별시,수문 및 통문
희망교,교량,서울특별시,도로교량
세월교,교량,경기도,도로교량
무심교,교량,경기도,도로교량
둔말교,교량,경기도,도로교량
양근교,교량,경기도,도로교량
옥수교,교량,경기도,도로교량
새말교,교량,경기도,도로교량
서교육교,교량,전라남도,육교
마래2터널,터널,전라남도,도로터널
중방6교,교량,전라남도,도로교량
연등2교,교량,전라남도,도로교량
연등11교,교량,전라남도,도로교량
연등6교,교량,전라남도,도로교량
죽포교,교량,전라남도,도로교량
한재터널,터널,전라남도,도로터널
연등1교,교량,전라남도,도로교량
