시설물명,시설물구분,시설물소재지,시설물종류
월산정수장,상하수도,제주특별자치도,지방상수도
별도봉정수장,상하수도,제주특별자치도,지방상수도
해산가압장,상하수도,전라남도,지방상수도
달서천 제2수문,하천,대구광역시,수문 및 통문
광천철교,교량,광주광역시,도로교량
태평교,교량,광주광역시,도로교량
좌로17교,교량,광주광역시,도로교량
좌로 16교,교량,광주광역시,도로교량
서구치평동평촌배수문,하천,광주광역시,수문 및 통문
금화터널,터널,서울특별시,도로터널
남산3호터널,터널,서울특별시,도로터널
불광천1복개구조물,교량,서울특별시,복개구조물
욱천복개구조물 1구간,교량,서울특별시,복개구조물
욱천복개구조물 2구간,교량,서울특별시,복개구조물
녹번천복개구조물,교량,서울특별시,복개구조물
불광천복개-2,교량,서울특별시,복개구조물
퇴계로 지하차도,터널,서울특별시,지하차도
잠수교 북단 지하차도,터널,서울특별시,지하차도
한남2고가차도,교량,서울특별시,도로교량
삼각지고가차도,교량,서울특별시,도로교량
소월고가차도,교량,서울특별시,도로교량
욱천고가차도,교량,서울특별시,도로교량
이태원지하차도,터널,서울특별시,지하차도
남산2호터널입구지하차도,터널,서울특별시,지하차도
서빙고지하차도,터널,서울특별시,지하차도
성산지하차도,터널,서울특별시,지하차도
봉원고가차도,교량,서울특별시,도로교량
현저고가차도,교량,서울특별시,도로교량
성산교,교량,서울특별시,도로교량
성산고가차도,교량,서울특별시,도로교량
의주로 지하차도,터널,서울특별시,지하차도
서소문고가차도,교량,서울특별시,도로교량
홍은배수지,상하수도,서울특별시,지방상수도
홍은3배수지,상하수도,서울특별시,지방상수도
홍제배수지,상하수도,서울특별시,지방상수도
자하문배수지,상하수도,서울특별시,지방상수도
연희배수지,상하수도,서울특별시,지방상수도
기자촌배수지,상하수도,서울특별시,지방상수도
할미당배수지,상하수도,서울특별시,지방상수도
만리배수지,상하수도,서울특별시,지방상수도
수색배수지,상하수도,서울특별시,지방상수도
서울경마공원관람대,건축물,경기도,다중이용건축물
서울경마공원 본관,건축물,경기도,다중이용건축물
서울검찰청사,건축물,서울특별시,대형건축물
서울법원종합청사,건축물,서울특별시,대형건축물
관악 32동[공학관3],건축물,서울특별시,다중이용건축물
관악 76동[제4식당(서당골)],건축물,서울특별시,다중이용건축물
관악 926동[학생생활관],건축물,서울특별시,다중이용건축물
관악 6동[인문관5],건축물,서울특별시,다중이용건축물
관악 10동[사범관2],건축물,서울특별시,다중이용건축물
수원 12동[보존도서관],건축물,경기도,다중이용건축물
관악 33동[공학관4],건축물,서울특별시,다중이용건축물
부설고 5동[별관2(구체육관)],건축물,서울특별시,다중이용건축물
수원 23동[수의과대학신관(2호관)],건축물,경기도,다중이용건축물
연건 6동[교육관],건축물,서울특별시,다중이용건축물
연건 16동[간연구소],건축물,서울특별시,다중이용건축물
관악 104동[반도체공동연구소],건축물,서울특별시,다중이용건축물
관악 125동[호암교수회관],건축물,서울특별시,다중이용건축물
부설고 1동[구본관],건축물,서울특별시,다중이용건축물
관악 9동[사범관1],건축물,서울특별시,대형건축물
관악 13동[과학교육관],건축물,서울특별시,대형건축물
관악 22동[자연과학관4],건축물,서울특별시,대형건축물
관악 7동[인문관6],건축물,서울특별시,다중이용건축물
관악 924동[학생생활관],건축물,서울특별시,다중이용건축물
관악 42동[선형수조실험동],건축물,서울특별시,다중이용건축물
수원 7동[문화관],건축물,경기도,다중이용건축물
관악 923동[학생생활관],건축물,서울특별시,다중이용건축물
수원 21동[수의과대학구관(1호관)],건축물,경기도,다중이용건축물
수원 3동[농생명과학창업지원센터 3관],건축물,경기도,다중이용건축물
수원 31동[상록사 관리동],건축물,경기도,다중이용건축물
간호대학별관(12-1동),건축물,서울특별시,다중이용건축물
연건 13동[간호대학 제2연구동],건축물,서울특별시,다중이용건축물
수원 100동[본관동],건축물,경기도,다중이용건축물
관악 1동(인문관1),건축물,서울특별시,다중이용건축물
관악 925동[학생생활관],건축물,서울특별시,다중이용건축물
수원 4동[농생명과학창업지원센터 4관],건축물,경기도,다중이용건축물
연건 5동[학생관],건축물,서울특별시,다중이용건축물
관악 53동[예술관(음대)1],건축물,서울특별시,다중이용건축물
관악 54동[예술관(음대)2],건축물,서울특별시,다중이용건축물
관악 66동[학군단],건축물,서울특별시,다중이용건축물
부설초 31동[본관],건축물,서울특별시,다중이용건축물
관악 130동[전력연구소],건축물,서울특별시,다중이용건축물
부설여중 24동[기술가정관],건축물,서울특별시,다중이용건축물
관악 52동[예술관(미대)3],건축물,서울특별시,다중이용건축물
수원 1동[농생명과학창업지원센터 1관],건축물,경기도,다중이용건축물
관악 31동[공학관2],건축물,서울특별시,대형건축물
부설여중 21동[본관],건축물,서울특별시,대형건축물
관악 921동[학생생활관],건축물,서울특별시,다중이용건축물
관악 920동[생활관복지관],건축물,서울특별시,다중이용건축물
관악 126동[호암동관],건축물,서울특별시,다중이용건축물
관악 127동[호암서관],건축물,서울특별시,다중이용건축물
관악 2동[인문관2],건축물,서울특별시,다중이용건축물
수원 2동[농생명과학창업지원센터 2관],건축물,경기도,다중이용건축물
연건 1동[행정관],건축물,서울특별시,다중이용건축물
관악 51동[예술관(미대)2],건축물,서울특별시,다중이용건축물
관악 58동[SK경영관],건축물,서울특별시,다중이용건축물
부설초 32동[신관],건축물,서울특별시,다중이용건축물
관악 65동[교수회관],건축물,서울특별시,다중이용건축물
관악 23동[자연과학관5],건축물,서울특별시,다중이용건축물
관악 55동[예술관(음대)3],건축물,서울특별시,다중이용건축물
관악 50동[예술관(미대)1],건축물,서울특별시,다중이용건축물
관악 19동[자연과학관2],건축물,서울특별시,다중이용건축물
관악 922동[학생생활관],건축물,서울특별시,다중이용건축물
춘천 2동[보건대학원 사업소],건축물,강원도,다중이용건축물
관악 3동[인문관3],건축물,서울특별시,다중이용건축물
관악 11동[사범관3],건축물,서울특별시,다중이용건축물
수원 6동[교육관],건축물,경기도,대형건축물
"수원 15동[식공,식병학관]",건축물,경기도,다중이용건축물
수원 30동[상록사],건축물,경기도,다중이용건축물
연건 23동[국제관],건축물,서울특별시,대형건축물
관악 71동[체육관],건축물,서울특별시,대형건축물
관악 27동[자연과학관9],건축물,서울특별시,대형건축물
관악 62동[중앙도서관 본관],건축물,서울특별시,대형건축물
관악 35동[공학관6],건축물,서울특별시,대형건축물
관악 36동[공학관7],건축물,서울특별시,대형건축물
관악 37동[공학관8],건축물,서울특별시,대형건축물
관악 15동[법학관1],건축물,서울특별시,대형건축물
관악 25동[자연과학관7],건축물,서울특별시,대형건축물
연건 1-1동[연구관],건축물,서울특별시,대형건축물
관악 60동[행정관],건축물,서울특별시,대형건축물
관악 61동[교수학습개발센터],건축물,서울특별시,대형건축물
관악 131동[신소재공동연구소],건축물,서울특별시,대형건축물
관악 24동[자연과학관6],건축물,서울특별시,대형건축물
연건 20동[치의학대학원 본관],건축물,서울특별시,대형건축물
관악 63동[학생회관],건축물,서울특별시,대형건축물
관악 30동[공학관1],건축물,서울특별시,대형건축물
관악 72동[법학도서관],건축물,서울특별시,대형건축물
관악 73동[문화관],건축물,서울특별시,대형건축물
관악 102동[정보화본부],건축물,서울특별시,대형건축물
관악 5동[인문관4],건축물,서울특별시,대형건축물
관악 21동[약학관1],건축물,서울특별시,대형건축물
공동구,공동구,서울특별시,공동구
공대교량,교량,서울특별시,도로교량
중앙보훈병원 본관(3관),건축물,서울특별시,다중이용건축물
의영가도교(상),교량,서울특별시,철도교량
중리천입체통로교(측),교량,서울특별시,철도교량
원효가도교(4본),교량,서울특별시,철도교량
문평산가도교,교량,서울특별시,철도교량
중리천입체통로교(출발),교량,서울특별시,철도교량
곡능천1교,교량,경기도,철도교량
용연천교,교량,경기도,철도교량
"원효가도교(상하12,3본)",교량,서울특별시,철도교량
연세가도교,교량,서울특별시,철도교량
수색제1과선철도교,교량,서울특별시,철도교량
갈월가도교,교량,서울특별시,철도교량
곡능천제3교,교량,경기도,철도교량
선유천교,교량,경기도,철도교량
용산과선철도교(경부선1),교량,서울특별시,철도교량
곡내교,교량,경기도,철도교량
용산과선철도교(용산선1),교량,서울특별시,철도교량
장흥천교,교량,경기도,철도교량
성산천가도교(상),교량,서울특별시,철도교량
곡내천교,교량,경기도,철도교량
서울지하도,교량,서울특별시,철도교량
성산천가도교(하),교량,서울특별시,철도교량
연희지하보도,교량,서울특별시,철도교량
신촌가도교,교량,서울특별시,철도교량
의영가도교(하),교량,서울특별시,철도교량
곡능천2교,교량,경기도,철도교량
연희가도교,교량,서울특별시,철도교량
일영천교,교량,경기도,철도교량
청파가도교,교량,서울특별시,철도교량
아현터널(상),터널,서울특별시,철도터널
의영터널(상),터널,서울특별시,철도터널
의영터널(하),터널,서울특별시,철도터널
아현터널(하),터널,서울특별시,철도터널
연희터널,터널,서울특별시,철도터널
방객현터널,터널,경기도,철도터널
제궁현터널,터널,경기도,철도터널
울대터널(단),터널,경기도,철도터널
용연터널(단),터널,경기도,철도터널
일영터널(단),터널,경기도,철도터널
직동터널(단),터널,경기도,철도터널
원당가도교,교량,경기도,철도교량
곡능천제5교,교량,경기도,철도교량
욱천교,교량,서울특별시,철도교량
서울적십자병원,건축물,서울특별시,다중이용건축물
서울경찰청청사,건축물,서울특별시,대형건축물
춘장대사택(2동),건축물,충청남도,대형건축물
춘장대사택(6동),건축물,충청남도,대형건축물
춘장대사택(7동),건축물,충청남도,대형건축물
춘장대사택(1동),건축물,충청남도,대형건축물
춘장대사택(5동),건축물,충청남도,대형건축물
춘장대사택(3동),건축물,충청남도,대형건축물
춘장대사택(8동),건축물,충청남도,대형건축물
춘장대사택(4동),건축물,충청남도,대형건축물
잠원빗물펌프장,하천,서울특별시,배수펌프장
서초빗물펌프장,하천,서울특별시,배수펌프장
방배빗물펌프장,하천,서울특별시,배수펌프장
반포빗물펌프장,하천,서울특별시,배수펌프장
잠원제2배수문,하천,서울특별시,수문 및 통문
잠원비상수문,하천,서울특별시,수문 및 통문
잠원제1배수문,하천,서울특별시,수문 및 통문
방배제1배수문,하천,서울특별시,수문 및 통문
방배제2배수문,하천,서울특별시,수문 및 통문
방배제3배수문,하천,서울특별시,수문 및 통문
서초제1배수문,하천,서울특별시,수문 및 통문
서초제2배수문,하천,서울특별시,수문 및 통문
이배재도로 사면,절토사면,경기도,도로사면
단대천-신구대간 복개구조물,교량,경기도,복개구조물
동원2교,교량,경기도,도로교량
성남주경기장,건축물,경기도,다중이용건축물
성남실내체육관,건축물,경기도,다중이용건축물
금호빗물펌프장,하천,서울특별시,배수펌프장
뚝섬빗물펌프장,하천,서울특별시,배수펌프장
응봉빗물펌프장,하천,서울특별시,배수펌프장
옥수빗물펌프장,하천,서울특별시,배수펌프장
새말빗물펌프장,하천,서울특별시,배수펌프장
용답빗물펌프장,하천,서울특별시,배수펌프장
마장1수문,하천,서울특별시,수문 및 통문
용답배수문,하천,서울특별시,수문 및 통문
옥수배수문,하천,서울특별시,수문 및 통문
새말배수문,하천,서울특별시,수문 및 통문
뚝섬배수문,하천,서울특별시,수문 및 통문
금호배수문,하천,서울특별시,수문 및 통문
응봉1배수문,하천,서울특별시,수문 및 통문
중랑천제방 -성동구청,하천,서울특별시,제방
동명초교앞 보도육교,교량,서울특별시,육교
마장철도횡단지하보도,터널,서울특별시,지하차도
금호동4가 지하차도,터널,서울특별시,지하차도
용답교,교량,서울특별시,도로교량
가람교,교량,서울특별시,도로교량
금호터널,터널,서울특별시,도로터널
옥수터널,터널,서울특별시,도로터널
군자교동측지하차도,터널,서울특별시,지하차도
제2마장교,교량,서울특별시,도로교량
답십리굴다리지하보차도,터널,서울특별시,지하차도
성동지하차도,터널,서울특별시,지하차도
동일로지하차도,터널,서울특별시,지하차도
군자교,교량,서울특별시,도로교량
성동교(구교),교량,서울특별시,도로교량
중랑교,교량,서울특별시,도로교량
이문고가차도,교량,서울특별시,도로교량
장평교,교량,서울특별시,도로교량
중랑천제방 -성북구청,하천,서울특별시,제방
문산읍사무소,건축물,경상남도,다중이용건축물
상대동 행정복지센터,건축물,경상남도,다중이용건축물
신파교,교량,경상북도,도로교량
윤동교,교량,경상북도,도로교량
사창교,교량,경상북도,도로교량
도천1교,교량,경상북도,도로교량
옥련교,교량,경상북도,도로교량
재단법인 세종문화회관,건축물,서울특별시,다중이용건축물
영금교,교량,강원도,도로교량
와선교,교량,강원도,도로교량
청봉교,교량,강원도,도로교량
설악교,교량,강원도,도로교량
조양2배수암거,하천,강원도,수문 및 통문
조양1배수암거,하천,강원도,수문 및 통문
성내천 복개구조물,교량,서울특별시,복개구조물
성내2교,교량,서울특별시,도로교량
성내3교,교량,서울특별시,도로교량
성내6교,교량,서울특별시,도로교량
탄천변1지하보도,터널,서울특별시,지하차도
풍납지하보도,터널,서울특별시,지하차도
성내7교,교량,서울특별시,도로교량
성내4교,교량,서울특별시,도로교량
아시아공원지하보도,터널,서울특별시,지하차도
신천지하보도,터널,서울특별시,지하차도
탄천변2지하보도,터널,서울특별시,지하차도
종합운동장지하차도,터널,서울특별시,지하차도
성내천인도교,교량,서울특별시,도로교량
풍납배수문,하천,서울특별시,수문 및 통문
성내천저지수문,하천,서울특별시,수문 및 통문
성내천고지수문,하천,서울특별시,수문 및 통문
잠실배수문,하천,서울특별시,수문 및 통문
탄천배수문,하천,서울특별시,수문 및 통문
신천배수문,하천,서울특별시,수문 및 통문
장지1수문,하천,서울특별시,수문 및 통문
신천빗물펌프장,하천,서울특별시,배수펌프장
몽촌2빗물펌프장,하천,서울특별시,배수펌프장
잠실빗물펌프장,하천,서울특별시,배수펌프장
풍납빗물펌프장,하천,서울특별시,배수펌프장
탄천빗물펌프장,하천,서울특별시,배수펌프장
현리상수도,상하수도,경기도,지방상수도
설악상수도,상하수도,경기도,지방상수도
광운대역사,건축물,서울특별시,철도역시설
신이문역사,건축물,서울특별시,철도역시설
외대앞역사,건축물,서울특별시,철도역시설
석계역사,건축물,서울특별시,철도역시설
방학남부역사,건축물,서울특별시,철도역시설
방학북부역사,건축물,서울특별시,철도역시설
도봉북부역사,건축물,서울특별시,철도역시설
남영역,건축물,서울특별시,철도역시설
응봉역사,건축물,서울특별시,철도역시설
녹천남부역사,건축물,서울특별시,철도역시설
이촌역,건축물,서울특별시,철도역시설
서빙고역,건축물,서울특별시,철도역시설
한남역,건축물,서울특별시,철도역시설
망월사남부역사,건축물,경기도,철도역시설
청량리기관차승무사업소 복지관,건축물,서울특별시,다중이용건축물
청량리기관차승무사업소,건축물,서울특별시,다중이용건축물
서울지방청별관,건축물,서울특별시,다중이용건축물
철도유통 동부지사,건축물,서울특별시,다중이용건축물
서울사옥(구본청사),건축물,서울특별시,다중이용건축물
서울열차사무소본체(구심사),건축물,서울특별시,다중이용건축물
구 서울지역사무소본체(서울통합사령실),건축물,서울특별시,다중이용건축물
원주역사,건축물,강원도,다중이용건축물
특별동차운영단 검차장,건축물,서울특별시,다중이용건축물
수색기지열차정비고(고정차고),건축물,서울특별시,다중이용건축물
서울객화차 차고(신차고),건축물,서울특별시,다중이용건축물
서울차량사업소 수차고,건축물,서울특별시,다중이용건축물
안암도배수갑문,하천,경기도,수문 및 통문
수도권광역상수도1단계,상하수도,경기도,광역상수도
수도권광역상수도2단계,상하수도,경기도,광역상수도
수도권광역상수도3단계,상하수도,경기도,광역상수도
독곡배수지,상하수도,경기도,지방상수도
송탄정수장,상하수도,경기도,지방상수도
지산배수지,상하수도,경기도,지방상수도
비전1배수지,상하수도,경기도,지방상수도
팽성배수지,상하수도,경기도,지방상수도
비전2배수지,상하수도,경기도,지방상수도
망우공원육교,교량,대구광역시,육교
동촌유원지육교,교량,대구광역시,육교
만촌육교,교량,대구광역시,육교
범어육교,교량,대구광역시,육교
범어천복개구조물,교량,대구광역시,복개구조물
매호교,교량,대구광역시,도로교량
용두교,교량,대구광역시,도로교량
욱수교,교량,대구광역시,도로교량
배신교,교량,대구광역시,도로교량
매호1교,교량,대구광역시,도로교량
가천지하차도,터널,대구광역시,지하차도
황금로 범어육교주변옹벽,옹벽,대구광역시,도로옹벽
성동수문,하천,대구광역시,수문 및 통문
풍계교,교량,경기도,도로교량
번천2교,교량,경기도,도로교량
가래여울제,하천,경기도,제방
난지도배수문,하천,경기도,수문 및 통문
계신제2배수문(계신리수문),하천,경기도,수문 및 통문
여주제4배수통문(상리1호),하천,경기도,수문 및 통문
오학제1배수문,하천,경기도,수문 및 통문
여주제3배수통문(상리2호),하천,경기도,수문 및 통문
강상배수문(제12수문),하천,경기도,수문 및 통문
양평1배수문(양평제1배수문),하천,경기도,수문 및 통문
천송제1배수문,하천,경기도,수문 및 통문
현암제1배수문,하천,경기도,수문 및 통문
난지제,하천,서울특별시,제방
시암1배수문,하천,경기도,수문 및 통문
운양배수문,하천,경기도,수문 및 통문
조강배수문,하천,경기도,수문 및 통문
강상제,하천,경기도,제방
선동제,하천,경기도,제방
삼패지구,하천,경기도,제방
여주제1배수통문(상리4호),하천,경기도,수문 및 통문
여주제5배수통문(홍문리),하천,경기도,수문 및 통문
여주제2배수통문(상리3호),하천,경기도,수문 및 통문
주경기장,건축물,경기도,다중이용건축물
체육관,건축물,경기도,다중이용건축물
광교저수지,댐,경기도,용수전용댐
숙지배수지,상하수도,경기도,지방상수도
광교정수장,상하수도,경기도,지방상수도
파장정수장,상하수도,경기도,지방상수도
원천배수지,상하수도,경기도,지방상수도
금곡교(부산0),교량,경기도,도로교량
상적교(부산0),교량,경기도,도로교량
영덕교(1),교량,경기도,도로교량
영덕교(0),교량,경기도,도로교량
금곡교(서울0),교량,경기도,도로교량
상적교(서울0),교량,경기도,도로교량
고산교,교량,전라북도,도로교량
구슬교,교량,전라북도,도로교량
신평교,교량,전라북도,도로교량
현포교,기타,전라북도,기타
용내교,교량,전라북도,도로교량
안곡교,교량,전라북도,도로교량
향가터널,기타,전라북도,기타
산동3교,교량,전라북도,도로교량
호성교(순창군),교량,전라북도,도로교량
유정교,교량,전라북도,도로교량
괴정교,교량,전라북도,도로교량
양지교 1,교량,전라북도,도로교량
양지교 2,교량,전라북도,도로교량
구미교,교량,전라북도,도로교량
순정교,교량,전라북도,도로교량
독보교,교량,전라북도,도로교량
호계교,교량,전라북도,도로교량
원옥교,교량,전라북도,도로교량
유풍교,교량,전라북도,도로교량
수양교,교량,전라북도,도로교량
10IS15D37200,절토사면,전라남도,도로사면
09IS18U29200,절토사면,전라남도,도로사면
밤재터널(하),터널,전라남도,도로터널
10IS15D32600,절토사면,전라남도,도로사면
10IS15U31200,절토사면,전라남도,도로사면
07IS17D20400,절토사면,전라남도,도로사면
10IS15D37900,절토사면,전라남도,도로사면
09IS18D29300,절토사면,전라남도,도로사면
이읍교,교량,전라남도,도로교량
송광교,교량,전라남도,도로교량
하분교,교량,전라남도,도로교량
녹원교,교량,전라남도,도로교량
문덕교,교량,전라남도,도로교량
죽산교,교량,전라남도,도로교량
장흥대교,교량,전라남도,도로교량
부산교,교량,전라남도,도로교량
광천교,교량,전라남도,도로교량
구례교,교량,전라남도,도로교량
곡천교,교량,전라남도,도로교량
오봉천교,교량,전라남도,철도교량
연화천교,교량,전라남도,철도교량
파동천교,교량,전라남도,철도교량
명동천교,교량,전라남도,철도교량
동구(가)교,교량,전라남도,철도교량
별등교,교량,전라남도,철도교량
하포(가)교,교량,전라남도,철도교량
조성피일교,교량,전라남도,철도교량
희촌교,교량,전라남도,철도교량
득량용수교,교량,전라남도,철도교량
삼동교,교량,전라남도,철도교량
봉산천교,교량,전라남도,철도교량
천동천교,교량,전라남도,철도교량
희촌(가)교,교량,전라남도,철도교량
용수교,교량,전라남도,철도교량
적량제1교,교량,전라남도,철도교량
적량제2교,교량,전라남도,철도교량
화력제2교,교량,전라남도,철도교량
월내제1교,교량,전라남도,철도교량
월내제2교,교량,전라남도,철도교량
화력제1교,교량,전라남도,철도교량
가락사천교,교량,전라남도,철도교량
적량천교,교량,전라남도,철도교량
어목천교,교량,전라남도,철도교량
남수(가)교,교량,전라남도,철도교량
황방천교,교량,전라남도,철도교량
소시남교,교량,전라남도,철도교량
덕정천교,교량,전라남도,철도교량
열가천교,교량,전라남도,철도교량
장길(가)교,교량,전라남도,철도교량
인덕천교,교량,전라남도,철도교량
익신(가)교,교량,전라남도,철도교량
금곡천교,교량,전라남도,철도교량
황금교,교량,전라남도,철도교량
황길천교,교량,전라남도,철도교량
백야제1교,교량,전라남도,철도교량
중방교,교량,전라남도,철도교량
대곡천교,교량,전라남도,철도교량
죽산천교,교량,전라남도,철도교량
우산천교,교량,전라남도,철도교량
월내천교,교량,전라남도,철도교량
남수천교,교량,전라남도,철도교량
남초천교,교량,전라남도,철도교량
평촌교,교량,전라남도,철도교량
매정천교,교량,전라남도,철도교량
현월터널,터널,전라남도,철도터널
도리천교,교량,전라남도,철도교량
광양만교,교량,전라남도,철도교량
대근터널,터널,전라남도,철도터널
매정터널,터널,전라남도,철도터널
적량터널,터널,전라남도,철도터널
고치터널,터널,전라남도,철도터널
금치터널,터널,전라남도,철도터널
기동터널,터널,전라남도,철도터널
토산터널,터널,전라남도,철도터널
안치터널,터널,전라남도,철도터널
풍덕(지)교,터널,전라남도,지하차도
황길터널,터널,전라남도,철도터널
염포터널,터널,전라남도,철도터널
중동터널,터널,전라남도,철도터널
황금터널,터널,전라남도,철도터널
도리제2터널,터널,전라남도,철도터널
순천(지)교,터널,전라남도,지하차도
도리제1터널,터널,전라남도,철도터널
초남터널,터널,전라남도,철도터널
중흥천교,교량,전라남도,철도교량
순천천교,교량,전라남도,철도교량
이사천교,교량,전라남도,철도교량
벌교천교,교량,전라남도,철도교량
보성천교,교량,전라남도,철도교량
2종사면(경전선-26),절토사면,전라남도,철도사면
10IS15U26600,절토사면,전라남도,도로사면
10IS15U27300,절토사면,전라남도,도로사면
10IS15U25600,절토사면,전라남도,도로사면
검암교,교량,전라남도,도로교량
둔대교,교량,전라남도,도로교량
옥룡교,교량,전라남도,도로교량
죽평교,교량,전라남도,도로교량
구만교,교량,전라남도,도로교량
장천지하도,터널,전라남도,지하차도
유서1교,교량,전라남도,도로교량
대치교,교량,전라남도,도로교량
장성교,교량,전라남도,도로교량
홍내교,교량,전라남도,도로교량
옥천교,교량,전라남도,도로교량
신전교,교량,전라남도,도로교량
화전교,교량,전라남도,도로교량
대흥교,교량,전라남도,도로교량
원지본교,교량,전라남도,도로교량
송전교,교량,전라남도,도로교량
서평교,교량,전라남도,도로교량
개운교,교량,전라남도,도로교량
풍덕지하도,터널,전라남도,지하차도
성동교,교량,전라남도,도로교량
유평교,교량,전라남도,도로교량
연향육교,교량,전라남도,도로교량
성남교,교량,전라남도,도로교량
원동교,교량,전라남도,도로교량
오리정교,교량,전라남도,도로교량
구상교,교량,전라남도,도로교량
월산교,교량,전라남도,도로교량
노동교,교량,전라남도,도로교량
용당세월교,교량,전라남도,도로교량
교량교,교량,전라남도,도로교량
선변교,교량,전라남도,도로교량
순천교,교량,전라남도,도로교량
부산시립박물관 제1전시관(동래관),건축물,부산광역시,다중이용건축물
부산근대역사관,건축물,부산광역시,다중이용건축물
"부천역지하상가 남부, 북부",건축물,경기도,지하도상가
부천콘텐츠센터,건축물,경기도,다중이용건축물
가족문화센터A동,건축물,울산광역시,다중이용건축물
두류수영장 탈의동,건축물,대구광역시,다중이용건축물
두류수영장 다이빙장,건축물,대구광역시,다중이용건축물
대구역 지하상가,건축물,대구광역시,기타
사정인라인스케이트장,건축물,대전광역시,다중이용건축물
육상실내연습장,건축물,대전광역시,다중이용건축물
충무체육관,건축물,대전광역시,다중이용건축물
주경기장,건축물,대전광역시,다중이용건축물
지하도상가,건축물,대전광역시,지하도상가
안양종합운동장 주경기장,건축물,경기도,다중이용건축물
안양실내수영장,건축물,경기도,다중이용건축물
해병대안양시전우회,건축물,경기도,다중이용건축물
파주도시관광공사,건축물,경기도,기타
마산실내체육관,건축물,경상남도,다중이용건축물
진해공설운동장,건축물,경상남도,다중이용건축물
탑립2수문,하천,대전광역시,수문 및 통문
전민2수문,하천,대전광역시,수문 및 통문
봉명자동수문,하천,대전광역시,수문 및 통문
유등천제방,하천,대전광역시,제방
괴정배수지,상하수도,부산광역시,지방상수도
용호1배수지,상하수도,부산광역시,지방상수도
덕천가압장,상하수도,부산광역시,지방상수도
낙동강횡단수관교,상하수도,부산광역시,지방상수도
만덕1배수지,상하수도,부산광역시,지방상수도
전포1배수지,상하수도,부산광역시,지방상수도
반송가압장,상하수도,부산광역시,지방상수도
용호가압장,상하수도,부산광역시,지방상수도
대연가압장,상하수도,부산광역시,지방상수도
만덕가압장,상하수도,부산광역시,지방상수도
중동가압장,상하수도,부산광역시,지방상수도
개금가압장,상하수도,부산광역시,지방상수도
괴정1가압장,상하수도,부산광역시,지방상수도
구서가압장,상하수도,부산광역시,지방상수도
월내배수지,상하수도,부산광역시,지방상수도
모라배수지,상하수도,부산광역시,지방상수도
복병산배수지,상하수도,부산광역시,지방상수도
대티배수지,상하수도,부산광역시,지방상수도
청학배수지,상하수도,부산광역시,지방상수도
아미배수지,상하수도,부산광역시,지방상수도
전포2배수지,상하수도,부산광역시,지방상수도
개금1배수지,상하수도,부산광역시,지방상수도
영주배수지,상하수도,부산광역시,지방상수도
안창가압장,상하수도,부산광역시,지방상수도
감만가압장,상하수도,부산광역시,지방상수도
범일배수지,상하수도,부산광역시,지방상수도
대청배수지,상하수도,부산광역시,지방상수도
구포가압장,상하수도,부산광역시,지방상수도
주례1가압장,상하수도,부산광역시,지방상수도
괴정2가압장,상하수도,부산광역시,지방상수도
남부민가압장,상하수도,부산광역시,지방상수도
꽃마을가압장,상하수도,부산광역시,지방상수도
구덕배수지,상하수도,부산광역시,지방상수도
개금2배수지,상하수도,부산광역시,지방상수도
구포2배수지,상하수도,부산광역시,지방상수도
남부민배수지,상하수도,부산광역시,지방상수도
주례2배수지,상하수도,부산광역시,지방상수도
주례1배수지,상하수도,부산광역시,지방상수도
만덕2배수지,상하수도,부산광역시,지방상수도
중동배수지,상하수도,부산광역시,지방상수도
반여배수지,상하수도,부산광역시,지방상수도
영도배수지,상하수도,부산광역시,지방상수도
수정1배수지,상하수도,부산광역시,지방상수도
수정2배수지,상하수도,부산광역시,지방상수도
안창배수지,상하수도,부산광역시,지방상수도
문산수계 배수지·가압장(시설),상하수도,대구광역시,지방상수도
공산수계 배수지·가압장(시설),상하수도,대구광역시,지방상수도
고산수계 배수지·가압장(시설),상하수도,대구광역시,지방상수도
공산 취·정수시설물,상하수도,대구광역시,지방상수도
대구역지하도상가,건축물,대구광역시,지하도상가
동촌분구,교량,대구광역시,복개구조물
대신지하도상가,건축물,대구광역시,지하도상가
평리교,교량,대구광역시,도로교량
미곡교,교량,대구광역시,도로교량
불로교,교량,대구광역시,도로교량
신해안교,교량,대구광역시,도로교량
가창교(구교),교량,대구광역시,도로교량
두산교,교량,대구광역시,도로교량
비산교,교량,대구광역시,도로교량
도학교,교량,대구광역시,도로교량
대구역지하차도,터널,대구광역시,지하차도
신천교,교량,대구광역시,도로교량
아양교,교량,대구광역시,도로교량
중동교,교량,대구광역시,도로교량
대봉교,교량,대구광역시,도로교량
팔달교,교량,대구광역시,도로교량
성북교,교량,대구광역시,도로교량
침산교,교량,대구광역시,도로교량
정왕5교,교량,경기도,도로교량
군자1교,교량,경기도,도로교량
하중교(구),교량,경기도,도로교량
옥구3교,교량,경기도,도로교량
옥구6교,교량,경기도,도로교량
군자2교,교량,경기도,도로교량
시흥1교,교량,경기도,도로교량
시흥3교,교량,경기도,도로교량
옥구5교,교량,경기도,도로교량
정왕6교,교량,경기도,도로교량
군자4교,교량,경기도,도로교량
옥구1교,교량,경기도,도로교량
정왕4교,교량,경기도,도로교량
옥구4교,교량,경기도,도로교량
군자3교,교량,경기도,도로교량
정왕3교,교량,경기도,도로교량
포리교(구),교량,경기도,도로교량
옥구2교,교량,경기도,도로교량
